# one_x_offsets_init	two_x_offsets_init	one_amplitudes_init	two_amplitudes_init
9.990388782720134450e-09 2.382523975049807862e-07 1.225893619709933047e+00 8.060182448086917750e-01
-6.964604791312950447e-09 1.020811489759599449e-08 1.181773805559330093e+00 8.453072458640524811e-01
2.342515301415612957e-09 3.012246957555584755e-08 1.300000000000000044e+00 7.621336653092926072e-01
7.750853515171173047e-08 5.177321454214105413e-08 7.228549498107305071e-01 1.300000000000000044e+00
2.295096704779019337e-06 9.090220100119148768e-08 8.045451601363740046e-01 1.300000000000000044e+00
2.217760858011207374e-06 2.750054492706813036e-08 7.793848287448925660e-01 1.300000000000000044e+00
3.742518771724757726e-08 3.079793862919978583e-07 1.300000000000000044e+00 8.505600011111881242e-01
5.746705931741927398e-08 6.290875548760553648e-08 1.064397514831339819e+00 7.426785912497195774e-01
1.769439838399953118e-07 2.561863195180145407e-10 9.224804337545995381e-01 1.283253398007708768e+00
5.367396868923793323e-08 2.502638698324444175e-07 1.198932859181417010e+00 8.289926507756814056e-01
1.953978316221039981e-06 7.174504430061645216e-08 7.800722398582753403e-01 1.300000000000000044e+00
-2.767407598195625725e-08 3.150678668842552175e-08 1.189609313341357222e+00 8.850942944373990651e-01
3.152214471629285155e-08 1.932335131280889860e-07 1.188486285901535489e+00 9.019093093956198626e-01
1.085033686231919844e-07 2.247885964228140242e-07 1.127541317164153734e+00 7.562286367542027099e-01
1.716277298451547076e-07 8.978365305919426593e-08 7.472433747610776056e-01 1.218353674535017417e+00
4.483549915046017737e-08 2.022932185650714329e-06 1.300000000000000044e+00 7.345811844498563170e-01
1.301457972641678819e-07 7.606787762908313165e-08 8.387894516974609971e-01 1.294926190457317272e+00
3.954657122117839024e-08 3.395414721186593379e-08 1.209816337281356846e+00 7.619799204315654828e-01
4.184582872565675332e-08 4.051686309053209648e-08 7.030130918948905849e-01 1.300000000000000044e+00
2.558358076189300220e-07 6.279395991381724327e-08 7.054325911687435724e-01 1.300000000000000044e+00
5.149959009096061786e-10 2.238292932268470331e-07 9.143118430114584028e-01 9.764214096005434662e-01
2.854017652749931620e-08 2.275589721641792289e-08 7.236090862561215253e-01 1.300000000000000044e+00
3.254933387943051432e-08 2.138683691431119209e-06 1.300000000000000044e+00 7.270503116062725368e-01
2.562884772510789305e-08 2.044382952425601718e-07 1.251727010027954279e+00 7.221874935277398100e-01
1.059356226691650099e-07 1.536836922348860572e-07 1.037602330371958148e+00 8.149854443421137296e-01
9.516582777229244189e-08 8.354844582788006424e-08 7.955620538604135650e-01 1.234093894986524109e+00
5.847996395575696776e-08 4.042512362193497634e-08 8.426912801669069752e-01 1.268385910074160794e+00
1.682520276970728401e-07 4.672328781610075628e-08 7.030382838583019156e-01 1.075565385463423063e+00
1.072467990194689129e-07 2.234083516374366805e-06 1.300000000000000044e+00 7.375637553517927492e-01
5.682398708825627928e-08 5.606756393702326201e-08 1.062271729190913394e+00 9.003097843025027469e-01
2.138792203453117258e-06 4.235985755989562144e-08 7.009286301993515877e-01 1.300000000000000044e+00
6.555453185549889574e-08 1.744474248579520521e-07 1.147788759107815970e+00 8.069284040907455102e-01
2.010572413752647644e-07 2.058686471372646458e-07 7.460924986784952528e-01 1.240315768831909971e+00
-7.157043113082590635e-09 7.610660795466016791e-09 7.615087122553256815e-01 1.270129759241365841e+00
4.109302082735137161e-08 6.159254925444813441e-08 9.245256356827660227e-01 9.747639855068901404e-01
8.268228765243559231e-08 2.230031886322659920e-07 1.031599540764661649e+00 8.824752272998095393e-01
7.060690517154880629e-08 6.795782709631422374e-08 1.024482623212660259e+00 9.392745653925477223e-01
-5.781597118955740438e-08 4.199325427746819987e-08 1.228536299840685464e+00 9.448262874074819795e-01
1.331200476155721172e-07 1.176089098770569353e-07 8.327060369424605923e-01 1.032576652911942228e+00
4.118056481108286052e-08 2.563765298952123588e-08 1.121647029736582590e+00 7.756617468794611003e-01
-2.054270860314892651e-09 -4.265329525015248958e-08 1.005181983878699725e+00 1.099406280797690094e+00
3.099694261081850444e-08 1.870306326101881530e-06 1.300000000000000044e+00 7.284217977521196818e-01
2.518030063977161249e-08 1.916105492633406767e-07 8.535521944045832976e-01 1.237129252681177238e+00
4.560255634811719281e-08 8.727539842340899983e-08 8.142610491590724919e-01 1.104956413922961289e+00
-1.098263527371935957e-08 1.399867467239333577e-08 1.300000000000000044e+00 7.175984560493282594e-01
7.326404649669292866e-08 2.628690697701272079e-07 1.067685681725077274e+00 7.207628505861414236e-01
2.410261356731316209e-07 3.073607828489132266e-08 7.865018034700458349e-01 1.300000000000000044e+00
1.122816683678625304e-07 9.864870507833325033e-08 1.250491702943754113e+00 7.732296763654352700e-01
1.297929955270605981e-07 2.026208856424403862e-06 1.300000000000000044e+00 7.639380989980575354e-01
4.919976983899947468e-08 1.110985223344249073e-07 7.670068888092489434e-01 1.157125149737717518e+00
1.744203385749040829e-07 1.566534087825460701e-07 7.518958731509011173e-01 1.300000000000000044e+00
6.509306521247123687e-08 5.847086722500643618e-08 9.711505876956888494e-01 1.031082530404427322e+00
5.345530607364194721e-08 3.265356022970937411e-08 8.215502709251052416e-01 1.116769220279129060e+00
5.319927285214054216e-08 7.208474993434399438e-08 8.138153776144719798e-01 1.267566452421744039e+00
-1.450145334517209422e-08 -1.372934170457310420e-09 8.455766597409621887e-01 1.047115999833467370e+00
1.662444709565756226e-08 9.449892870156960511e-09 1.022666851838346380e+00 1.110690655399209748e+00
1.534888651469045691e-07 2.731529200532745725e-08 1.211305104355052009e+00 7.117284261261020983e-01
2.630962527724754428e-07 2.399610186109525031e-07 9.072521641898324551e-01 9.973416776235421999e-01
2.422454851986777671e-08 2.657331648833260332e-08 1.210460988312404673e+00 7.128258329581759201e-01
4.930017847870441089e-08 3.425253728343396335e-08 7.070047876560077160e-01 1.186858326742704639e+00
8.657373249867937037e-08 4.252866961592612234e-08 7.770059107857653080e-01 1.115680129384002850e+00
1.438941043706679817e-07 2.680935640619303491e-08 8.281982719565587070e-01 1.060355238480299889e+00
5.970679700764280280e-08 3.469287102960056452e-07 1.300000000000000044e+00 7.110601062662913474e-01
1.710807154495186450e-08 6.314648085214814209e-09 7.527091701914115918e-01 1.170817798218857453e+00
2.533829946788272036e-07 2.318450853638208338e-07 7.435693606721388571e-01 1.271745737135172138e+00
1.885214249310446402e-07 -1.696618021275163010e-08 1.070544932856898779e+00 9.724151856006962857e-01
9.902174189741107721e-08 9.753816947613442558e-08 1.281702577822608546e+00 7.813193659896825460e-01
1.776679545881425597e-08 1.716852570384588140e-07 1.298850907127410581e+00 9.089452491380547450e-01
9.151895520778105583e-08 6.620665471432983801e-08 1.199725419595855547e+00 7.515993949780636063e-01
1.818342163835108709e-07 2.300763237075695370e-08 8.695984032584892498e-01 1.015869376653280920e+00
4.679764670432452483e-08 2.107105082200072279e-06 1.300000000000000044e+00 7.417933627341948277e-01
5.812362911780206243e-08 1.678468912149456573e-07 1.138088827853134255e+00 7.923558287967199520e-01
1.274304579056158241e-07 -1.291210029349554859e-08 1.155014705316175228e+00 8.575023648646792340e-01
2.642082802585209298e-07 1.371235776717438778e-07 7.480483975668132945e-01 1.121099990539513147e+00
3.950340013948335218e-08 2.711633746729288405e-06 1.300000000000000044e+00 7.519306152469465987e-01
2.661868015584150129e-07 2.635450931587448153e-07 9.911249376395069310e-01 8.150363582246908933e-01
5.285706203806087757e-08 6.942258537628982316e-08 1.300000000000000044e+00 7.021335823274651444e-01
4.389707344774072856e-08 4.632652937103678773e-08 1.300000000000000044e+00 7.060196153798984353e-01
2.226425160317046898e-07 2.593370943518896586e-07 1.201397156577841185e+00 7.808223937367814171e-01
5.192833210982119664e-08 3.979484024064730326e-08 7.847532401361411170e-01 1.079410693039759783e+00
2.673830925697359236e-06 2.523311050775724636e-07 8.661888053612103455e-01 1.300000000000000044e+00
7.195311147108153083e-08 3.921326619833565699e-08 7.145410316603705292e-01 1.300000000000000044e+00
2.866004843788614799e-08 4.139161957389438055e-08 9.523421704577201830e-01 9.195671358144877905e-01
1.935719642801229902e-06 3.169097054046903181e-08 7.034777239523053449e-01 1.300000000000000044e+00
7.219847179411250945e-08 1.385003076598058216e-07 1.032271093797348938e+00 1.072043554986217728e+00
7.178766742896763727e-08 1.535119964050692513e-07 1.059883212019991916e+00 7.182860876069984135e-01
1.712253653477350830e-08 1.633782249769296195e-08 1.018066657132576713e+00 8.475262744011342608e-01
8.104648413918083285e-08 7.238759308446541616e-08 1.110165346299954781e+00 7.596240270573535458e-01
6.204707111123037392e-08 1.963341466278190899e-07 1.197885268415704640e+00 7.065564381959599238e-01
4.819293797099592453e-08 3.067941149051738222e-07 1.028440142029329429e+00 7.584891087562450895e-01
2.565509809768294826e-07 8.235737071317115877e-09 8.427140332187189609e-01 1.246790881314516986e+00
7.514619735892223403e-08 5.971396465530369418e-08 8.256462956252894614e-01 1.300000000000000044e+00
5.016918176005311143e-08 4.594060561917009027e-08 1.221943727299845683e+00 7.296938982316725220e-01
6.937305015656557455e-08 4.126548280543216222e-08 7.535248623511262567e-01 1.082802582077443176e+00
1.697032782270090090e-08 3.268327079637106191e-09 8.388745275540742119e-01 1.300000000000000044e+00
6.055447122284198260e-09 6.039056749205681026e-09 7.733338482163367722e-01 1.300000000000000044e+00
-1.850747402068467736e-08 -1.415080299662643207e-08 1.203660482469065096e+00 8.667243644578733752e-01
1.779396952786656564e-07 2.550852112934537525e-08 1.132332995135113318e+00 9.581468096542665736e-01
-5.187008890385271362e-08 4.473112048263864926e-08 9.200934372182046905e-01 1.021687832682812269e+00
-3.371574263156135714e-08 2.342085779801502734e-08 1.217898029595920084e+00 8.384036577756160957e-01
1.397073285720604499e-07 2.599008384597466487e-06 1.300000000000000044e+00 7.785825873251550622e-01
5.257340291776523366e-08 6.397298240072260598e-08 7.038088471684964542e-01 1.010379913981980460e+00
2.120716573379399090e-07 5.199211315142763313e-08 7.120016893742318054e-01 1.230972439972080279e+00
5.012045641470367276e-08 1.861286936278138424e-07 1.078640551858766283e+00 9.010437925996968023e-01
1.802127299831472211e-07 5.039113302911827669e-08 8.628761059499786557e-01 1.130516981227276396e+00
2.222092819278779477e-06 2.348245247459515100e-08 7.073773619420271608e-01 1.300000000000000044e+00
5.998793738659792454e-08 2.181089147437600389e-06 1.300000000000000044e+00 1.004927933803549278e+00
-7.112235594181125936e-08 1.276254336503807113e-07 7.850277350354002426e-01 1.220906599877910725e+00
5.546160934969227985e-08 4.487397258310247675e-08 7.206453464370474737e-01 1.237032137006559784e+00
9.649177328599216311e-08 1.489539270009289551e-07 9.074647170990857159e-01 1.091606345811867662e+00
1.068300810900976774e-07 1.078427274605542835e-07 7.953446157942081207e-01 1.135047227314577301e+00
2.539396931659914660e-07 2.329995433037201723e-07 7.995653588225765107e-01 1.210297895650806144e+00
-1.589366067484796473e-08 -6.010516977091697725e-09 8.444206774296481033e-01 1.300000000000000044e+00
2.116552604990014021e-06 3.362075668436777597e-08 7.493774168760027887e-01 1.300000000000000044e+00
5.042958678042970368e-08 3.681205712710820655e-08 1.142942644087663995e+00 1.029102033021593643e+00
2.650638758912908690e-08 1.869873269079437450e-07 1.230209769009908083e+00 7.221417147619274557e-01
-4.103658280399929069e-08 4.815931442925370123e-08 8.475402250590469144e-01 1.107250460441208562e+00
4.894014575920087501e-08 4.115921464643004193e-08 9.026337686597124543e-01 1.182081960534773657e+00
1.828360463925397822e-07 6.983817731862851604e-08 7.076795862792614189e-01 9.272623655852457736e-01
1.690408148185463541e-07 2.131242532574076095e-07 1.194184490530101117e+00 7.309344019102252954e-01
1.398712237792010770e-07 2.259539915642773683e-06 1.300000000000000044e+00 7.052534013422703252e-01
2.017244719974597004e-08 5.314932191340021015e-08 1.252528144497961682e+00 8.461601707017187834e-01
2.154357695748559364e-07 2.360473907563659926e-09 8.404791237260925696e-01 1.021414529534307558e+00
2.071749792413630957e-06 7.208621567473301251e-08 7.405545159866372407e-01 1.300000000000000044e+00
5.280543615721113684e-08 7.668685367692379677e-08 1.119417139498274372e+00 7.034557308159262723e-01
2.068451136089680210e-07 6.066578525738580696e-08 7.125592113912038172e-01 1.174438515936751193e+00
2.183438445733061004e-06 3.337187035319701023e-08 8.473028128831319172e-01 1.300000000000000044e+00
4.535604870124476779e-08 4.486577475884761287e-08 8.617941311706664997e-01 1.050736673279094591e+00
5.143336628979522897e-08 1.234226958644520854e-07 1.236699634528453107e+00 7.284163892093112880e-01
2.088626707110416781e-07 5.069796576593747076e-08 7.275297084549973148e-01 1.131903253120914110e+00
1.477520861547213471e-07 6.074524544464043738e-09 1.031969629030334845e+00 8.596075471122792688e-01
2.015806138197433218e-08 2.227179675353298396e-06 1.300000000000000044e+00 8.204374644805896288e-01
5.243432665107320790e-08 8.131299429497796624e-08 1.192744823336755911e+00 7.301079254860955992e-01
2.086717419916484191e-06 2.328334955936212169e-08 8.315456903311068126e-01 1.300000000000000044e+00
4.293573264568904875e-08 2.447521924020118071e-06 1.300000000000000044e+00 7.230492058433237723e-01
2.025430387097191340e-07 -7.065897455627824323e-08 9.817500449819243080e-01 1.049638543550942993e+00
5.355225062769647440e-08 1.522623874108230941e-07 1.300000000000000044e+00 7.295684994997986283e-01
5.187592941934197893e-08 1.593373517783895845e-08 7.702443955161840661e-01 1.300000000000000044e+00
2.682127840741405076e-07 1.257048073715858508e-07 9.252947990834993197e-01 1.009141889726389296e+00
1.103482652378552805e-07 9.104194701759394159e-08 8.201140043913089928e-01 1.164417111210102274e+00
2.155776580739560381e-07 8.274099109703758335e-08 7.550484416703895363e-01 1.144121388313897647e+00
2.020825673510724337e-07 3.218601820443352628e-08 7.469461721749157679e-01 1.207047782455400897e+00
1.110013021901933465e-07 2.692000452087573218e-06 1.300000000000000044e+00 7.702448161074211264e-01
6.188857914038431640e-08 1.611606137638371019e-07 1.058623694489955414e+00 8.702041772359420113e-01
7.330713729458589941e-08 6.621475290788641604e-08 1.070778040129556796e+00 9.467563174087759714e-01
8.356555970067839622e-08 3.261947693522035781e-07 1.284382757933490549e+00 7.067559781308870859e-01
-3.354019136368703518e-08 5.433615943084036257e-08 1.272885838905283062e+00 7.658862980931738784e-01
2.064295288553934384e-07 3.213196527417617896e-08 8.299456656172822244e-01 1.171324572037706346e+00
-6.347597623868093855e-09 -1.191764754197268586e-09 1.300000000000000044e+00 7.361655977528998029e-01
1.084274677346758619e-07 7.246914508301606649e-08 9.916908565290718514e-01 9.339163851275914530e-01
2.489518106495154159e-07 2.158838656655895326e-07 7.167684002929821663e-01 1.275850045107962183e+00
8.746524341649219225e-08 4.508900508726280253e-08 1.191334882392224737e+00 8.834761929977424932e-01
2.339355204943842167e-07 2.341972830844338690e-07 1.081377185402571994e+00 9.050951042468532437e-01
4.355212452485724076e-08 4.919632183443323193e-08 7.223385187933127893e-01 1.195968360207488868e+00
-8.286138484517533116e-09 -1.052683393689952514e-08 1.300000000000000044e+00 9.473454014633819753e-01
2.118901337725800332e-06 2.501798828188722546e-07 9.065579686662847969e-01 1.300000000000000044e+00
2.300731498022919087e-07 2.181227426979839651e-07 1.011644868778815987e+00 8.842689806935171148e-01
2.591878742786505172e-08 2.065660879341340032e-07 1.081064312282126183e+00 8.880384252899173880e-01
1.995952027321743794e-07 2.015119640068583860e-07 7.169723304393452734e-01 1.221945100553741614e+00
4.570346459022667732e-08 4.040238205658730270e-08 1.074802684323746593e+00 9.880759247149142332e-01
8.618689902279563556e-08 7.423015352606852216e-08 9.212525973209929608e-01 1.006539639591236934e+00
1.277913146847990428e-07 9.614376326369030764e-08 9.259767064421975391e-01 1.058608982216067140e+00
2.002057602339601507e-07 8.642397743733149112e-08 9.092682818622327412e-01 9.964855969909878208e-01
1.393414616610753157e-07 3.869033808624911619e-08 8.452165183392854608e-01 1.057652563458308936e+00
2.483127554490381780e-07 6.499108296371294914e-08 7.228687441853567375e-01 1.222654131022445689e+00
5.427886733608069013e-08 5.883166014244132648e-08 1.203154441882341219e+00 7.286592851289331874e-01
2.107987068478894029e-07 5.763464996734863403e-08 9.101109450099564846e-01 1.135764767915083739e+00
2.627404248921264783e-07 2.603836337893717117e-07 1.300000000000000044e+00 8.096988946482139848e-01
6.281437012621262209e-08 5.377793623079306526e-08 9.755776409838754493e-01 9.127631204603043891e-01
4.642040471730530966e-08 5.706435798660812020e-08 1.168812338749595003e+00 7.877596249292955211e-01
1.671556001411504931e-07 7.589925397357073749e-08 7.900240121222165124e-01 1.116020375845956591e+00
1.547092651434911078e-07 7.556844136935169820e-08 7.483015084124967631e-01 1.096785345445991044e+00
2.764913871164724350e-08 3.270567543670923096e-08 7.416291722386236795e-01 1.210411116062972914e+00
4.075954902678705386e-08 1.494345814816435040e-08 1.017065679355716901e+00 1.059625032012992296e+00
1.672045796106023171e-08 5.202432912656215966e-08 1.107053128897859562e+00 7.217462950878396066e-01
3.917292057392163626e-08 1.132459932944918704e-07 1.266845161025155653e+00 7.455646641496431748e-01
1.608559059212486182e-07 3.898515813605041091e-08 8.495326025611500409e-01 9.652447847108930334e-01
-1.672305811476837074e-08 -1.516080120391134211e-08 1.162820723251916544e+00 8.142353981700790611e-01
2.377036541999861310e-07 5.441359409978893466e-08 8.586866345443866511e-01 1.087802748731030444e+00
3.432188634472855056e-08 2.264266493867818258e-06 1.300000000000000044e+00 9.199356119651108665e-01
2.589206455643738621e-06 7.481668163640639452e-08 7.543950610195352402e-01 1.300000000000000044e+00
-3.262449645183095281e-08 1.740761475976895627e-07 9.872134194817870911e-01 1.222321760718142469e+00
2.195808297891942564e-07 4.499551219403005361e-08 8.727512217914351611e-01 1.149199641901359925e+00
-1.927581550184533318e-08 2.088932215460518108e-08 1.298681850927276393e+00 7.340025371080943772e-01
6.025625859688323648e-08 7.602789254828937949e-08 1.023665394616590785e+00 1.193847055860592477e+00
1.297297752797781741e-07 2.999012459757011647e-08 8.639364463414302975e-01 9.027984339184382812e-01
6.011817600794078755e-08 5.574478822063635885e-08 9.570709156898242753e-01 1.065871480620834033e+00
1.804339464179263231e-07 1.787806761254855295e-08 7.886566038018363312e-01 1.081887095197183957e+00
2.495825779961903867e-07 2.350946426660185391e-07 8.110131146451273754e-01 1.201067995309833769e+00
1.954307547709351160e-07 2.626658023452913670e-07 1.300000000000000044e+00 7.143082663324968884e-01
1.916833758825150188e-07 2.366185866532928911e-07 1.300000000000000044e+00 7.761822116276992922e-01
2.259464272566071929e-07 2.393919681466513341e-07 7.618349117602621901e-01 1.265450715314338836e+00
2.210881406165700847e-07 2.501409942310736000e-07 7.874486606933052135e-01 1.062417757871058743e+00
3.296359216005868641e-08 5.492017443456224051e-08 1.300000000000000044e+00 7.015017246487738056e-01
1.105966446331025209e-07 1.926161320572169017e-07 1.004737580390631324e+00 8.805172998281159957e-01
3.156558841712553121e-08 2.824556694303390215e-08 7.076257825424101533e-01 1.190343832275507996e+00
4.663403800543268214e-08 1.020830765704014887e-07 1.034797675116032600e+00 9.133492933695422922e-01
9.452909772428946253e-08 6.316492727028183098e-08 9.466833296907319895e-01 1.051605440370281475e+00
-1.649709958404458338e-08 1.483174858258079722e-07 9.919642614465938868e-01 7.980703222169371891e-01
4.761201116046597469e-08 -1.094980002720590207e-08 9.557464288847119516e-01 1.136674675924381983e+00
1.849216453457106500e-07 -5.054359560804756999e-09 7.157319044462255864e-01 1.300000000000000044e+00
2.087718878784762118e-08 -9.230341084225617881e-08 1.300000000000000044e+00 8.852528800229136907e-01
-3.560946848585239602e-08 1.709072642169282227e-07 1.248131618671631138e+00 8.229999013505007177e-01
1.853809771868377666e-07 -2.435032223292657590e-08 1.244173582969805958e+00 7.001842397347612934e-01
2.441867553070665952e-07 2.042207677256101800e-07 8.000263144911150537e-01 1.300000000000000044e+00
2.978333188940809221e-08 2.220481755112908753e-07 9.257964521523331936e-01 9.602207500393484807e-01
1.957585376623898969e-08 5.780994992122338500e-08 1.300000000000000044e+00 7.306491125787554219e-01
2.543386634239006101e-07 6.108153302861758118e-08 7.062073970285215330e-01 1.229094185308122977e+00
4.234427061133792850e-08 2.172868887912417419e-07 1.300000000000000044e+00 7.266665386451649500e-01
3.582274736091143269e-08 1.747095854477299005e-08 1.075810019073206947e+00 1.178820077338703864e+00
2.036494593091373340e-06 7.984113674674978880e-08 8.271451054690084348e-01 1.300000000000000044e+00
2.515945439069574120e-07 5.830375476947024433e-09 7.025672662266985169e-01 1.210020990975861022e+00
2.582612708764629736e-08 2.660764821176863221e-08 9.820478653969261229e-01 1.144804703202983553e+00
3.329113239926216744e-08 4.160045513447471717e-08 9.580740175883394327e-01 1.076955445561978530e+00
6.299305211811134986e-08 5.897336642777277343e-08 1.165142230507780319e+00 8.080278281557209397e-01
1.849388324577718743e-07 -9.336461209631254101e-09 8.803538432314331752e-01 1.079218135615910734e+00
1.780718203478387287e-07 9.594572131223559921e-08 9.598210129256280476e-01 9.610037151595082205e-01
2.277107139914717958e-07 2.510153531348323041e-08 7.163813463363282175e-01 1.300000000000000044e+00
1.441244209927253494e-08 1.861753178935611913e-08 9.326450112826818462e-01 1.101441486919082946e+00
7.699723819387614141e-08 3.408960143148495400e-08 7.002242896695161090e-01 1.300000000000000044e+00
5.473217294665687814e-10 1.635356939922335990e-07 7.601672832597828888e-01 1.104802321621003003e+00
3.796926988896078411e-08 3.592134823688867164e-08 1.300000000000000044e+00 7.346163199308477498e-01
6.962519979671321827e-08 1.859030423139575403e-07 1.031108410208513737e+00 9.578803810784364270e-01
2.057463202016716536e-07 1.962157708354779630e-07 7.507964761713242785e-01 1.300000000000000044e+00
5.862798854446447039e-08 6.490926451802970081e-08 8.010846845023770202e-01 1.201528975842366842e+00
4.465920782506304297e-08 2.196943051468236618e-07 1.179661481072844298e+00 8.075961364549294474e-01
2.766999287263441854e-08 -5.525665980194407676e-08 8.353060825038162163e-01 1.281484345804405622e+00
1.359397346752084489e-07 4.157966921733415160e-08 7.562058631956866117e-01 1.293121437715462507e+00
-4.416313419858775411e-09 1.983694774572121367e-07 8.300629684216567217e-01 1.141634498319629820e+00
6.092638090436769536e-08 3.517961646934249600e-08 7.639440157159406164e-01 1.300000000000000044e+00
4.208668680375579473e-08 1.600254664170708721e-07 1.207226501538440688e+00 7.391047988039239902e-01
1.126663324381138667e-07 7.082236908294079022e-08 9.652134473416935645e-01 7.873442492912762214e-01
5.759106255204742612e-08 3.529777241636377300e-08 8.132418441098564488e-01 1.247837597683998156e+00
1.532375739562067839e-08 3.930042835982711868e-08 8.552067399031118011e-01 1.167434840630608539e+00
2.298241432759944591e-07 3.175927337143205146e-08 7.848252712301829748e-01 1.155618554988902869e+00
3.976565466429415426e-08 5.129427131842358009e-08 8.901945165240526814e-01 1.105131667394447570e+00
2.451116707145518844e-07 2.410420351427633434e-07 1.219420986729908618e+00 7.859415819682826765e-01
4.624561339935546931e-08 2.051087378814327678e-07 1.060459439954514860e+00 8.180074723285746252e-01
1.993839483516081448e-07 6.110343227883941475e-08 8.158868285157464539e-01 1.101801116663184033e+00
9.330172252339593327e-08 2.082540006598923266e-07 1.018086248005815708e+00 7.304327619747645883e-01
2.363415810945300433e-07 2.157230592482281215e-07 1.247402630790062528e+00 8.635076705996714841e-01
-9.043993139318807088e-09 1.302774208541104343e-08 1.172013850700781346e+00 9.378434178678621835e-01
5.915361077054800583e-08 2.705505898219722763e-07 1.300000000000000044e+00 7.041300778669714600e-01
1.144621705152904461e-07 4.263124579751769912e-08 1.158014578718951748e+00 7.011056937464099637e-01
-5.689370774078002495e-08 5.119652170346227349e-08 1.147112889470117247e+00 7.622973088169427980e-01
2.449758204560274956e-08 3.575067111990670332e-08 7.781166354541824148e-01 1.206786407677184370e+00
7.568196282632939420e-08 4.516798864188513490e-08 9.104831828252323289e-01 8.740035431953451228e-01
6.322371197633408315e-08 5.431188457853768380e-08 1.067859158714473011e+00 7.743858440558161194e-01
5.771976051939178183e-08 5.475906126288876238e-08 7.496647999041194943e-01 1.300000000000000044e+00
-9.683947919614497937e-09 2.681411490099683502e-09 1.300000000000000044e+00 7.263442985447614575e-01
1.702144448768098750e-07 2.411024326237745865e-08 1.008401671246140774e+00 8.575813626375881071e-01
7.014838102072436131e-08 2.219095652634970376e-07 1.175649186952881120e+00 8.626531289240325640e-01
8.203458828271995795e-09 3.214420170575906265e-08 9.845831772772529744e-01 1.064470212959360396e+00
1.407093727634403698e-07 6.911696279480235851e-08 8.798690203256164244e-01 1.300000000000000044e+00
1.413636808015567525e-07 2.349904359610009308e-08 9.903890238528072487e-01 1.084970902972484774e+00
8.469940451757954133e-08 1.933591595503443039e-06 1.300000000000000044e+00 8.347669231540374435e-01
3.821320590412613298e-08 1.380899806135242688e-08 7.583549694211305647e-01 1.300000000000000044e+00
2.125948412124569441e-06 9.298335275820241757e-08 7.098372168546335237e-01 1.300000000000000044e+00
2.213820552196296919e-07 -2.692397372642827992e-09 1.063076305067042648e+00 1.112770147385854225e+00
2.171269802808785502e-07 2.234385630557565752e-07 8.203870472524844581e-01 1.049692343680195705e+00
2.503686095318405737e-07 5.039363748208661940e-08 9.202507549169031131e-01 9.974318862883670977e-01
2.645367263001467009e-08 2.298986626275607856e-08 7.304238820062751714e-01 1.274552257715149350e+00
2.517077409220653918e-08 2.175952254469453846e-06 1.300000000000000044e+00 7.014209984109461837e-01
7.523573184463359718e-08 5.230206020657816052e-08 9.818716771924421716e-01 1.008549932241583624e+00
3.025314182130657961e-08 4.337989196167833752e-08 7.011342325916620766e-01 1.261804496268098541e+00
4.246155756461264222e-08 3.638244898132646583e-08 7.352204509755907447e-01 1.300000000000000044e+00
1.637226167419940852e-07 1.667306853125223165e-07 8.571838167595361435e-01 1.300000000000000044e+00
2.078760574916762848e-07 3.840466097532002741e-08 1.188376393990365987e+00 9.690705922994941046e-01
1.793078827908599212e-07 6.915811546956180325e-08 7.294308610729083320e-01 1.085695075062984127e+00
3.598645874267484444e-08 3.238207233803208367e-08 1.212453785975359466e+00 8.085956515865372340e-01
5.792684435447051318e-08 5.408235460974912227e-08 7.053336979151898500e-01 1.300000000000000044e+00
1.632168732016308338e-07 2.801827362480648584e-08 1.246812582215327980e+00 8.572564612280095808e-01
9.198978963009628924e-08 4.689856334359997875e-08 7.421798388334430729e-01 1.050808252312650293e+00
2.059719762033727747e-07 1.952885656560075950e-07 1.069218990349942722e+00 7.915239140634012793e-01
-3.347750005403724178e-09 -4.554957656500342586e-08 1.300000000000000044e+00 7.680066765349196078e-01
1.641135589699098938e-07 1.896440656137246288e-08 1.069467453664797008e+00 8.391163007103540350e-01
4.956426387597182206e-08 2.574895044256448678e-07 1.300000000000000044e+00 7.877981544060572716e-01
2.310236516367398881e-07 -8.745820280182519370e-09 8.831056444467411115e-01 1.080839873426976849e+00
2.599157002344052308e-07 2.528983036500386864e-07 1.204795183043351203e+00 7.460900835682879872e-01
-8.874889019251692470e-08 1.625923876932998607e-08 7.571165274633063769e-01 1.300000000000000044e+00
3.913308519650676775e-08 2.758282002826303612e-08 7.475373131682492289e-01 1.117430113873854713e+00
5.716214270708664499e-08 5.843534279840265822e-08 1.102841728419602818e+00 1.099775498052834255e+00
4.411670982172476792e-08 -3.589525375245087541e-08 1.037426691665487510e+00 8.710990169239534175e-01
5.417464929737066027e-08 4.036628213160085162e-08 1.300000000000000044e+00 8.050610230275166979e-01
2.416018389787161201e-07 -2.295879460904356367e-08 1.237303259525307508e+00 8.216767870460131018e-01
3.911277941621201215e-08 5.280645031920330177e-08 7.954870811895859983e-01 1.300000000000000044e+00
7.282265197922204151e-08 1.212257695105128575e-07 8.360973374122006030e-01 1.218280981022521248e+00
2.084872934626591997e-07 1.874122290479583647e-07 1.300000000000000044e+00 7.079556521681008574e-01
3.741587742852624950e-08 9.275897928455637121e-08 7.822785639239893118e-01 1.189107499013609681e+00
